全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考
032077,11,岩手県久慈市,元気の泉,ゲンキノイズミ,,032077,,岩手県久慈市旭町8-100-1,,,,,,40.19948148,141.774522,,,保健推進課事務室,0194-61-3315,,,,,,,,月火水木金,8:30,17:15,祝日及び12/29から１/３は利用不可,有,https://www.city.kuji.lg.jp,,,,,,
032077,12,岩手県久慈市,元気の泉（貸出用）,ゲンキノイズミ,,032077,,岩手県久慈市旭町8-100-1,,,,,,40.19948148,141.774522,,,保健推進課事務室,0194-61-3315,,,,,,,,月火水木金,8:30,17:15,事前に貸出申込書の提出が必要,有,https://www.city.kuji.lg.jp,,,,,,
032077,13,岩手県久慈市,久慈地下水族科学館もぐらんぴあ,クジチカスイゾクカガクカンモグランピア,,032077,,岩手県久慈市侍浜町麦生第１地割43番地７,,,,,,40.22122211,141.8158365,,,管理棟１階受付内,,,,,,,,,火水木金土日,9:00,18:00,11月から３月は10:00から16:00まで,,,,,,,,
032077,14,岩手県久慈市,新山根温泉べっぴんの湯,シンヤマネオンセンベッピンノユ,,032077,,岩手県久慈市山根町下戸鎖第４地割５番地１,,,,,,40.08245981,141.7056072,,,管理棟１階受付内,,,,,,,,,月火水木金土日,9:00,21:00,宿泊者は24時間,,,,,,,,
032077,15,岩手県久慈市,小袖海女センター,コソデアマセンター,,032077,,岩手県久慈市宇部町第24地割110番地2,,,,,,40.16848052,141.8523353,,,１階観光案内所内,,,,,,,,,月火水木金土日,9:00,17:00,,,,,,,,,
032077,16,岩手県久慈市,侍浜海水プール,サムライハマカイスイプール,,032077,,岩手県久慈市侍浜町向町第７地割,,,,,,40.27080795,141.8154257,,,監視所,,,,,,,,,月火水木金土日,9:00,17:00,毎年７月中旬から８月まで開設,,,,,,,,
032077,17,岩手県久慈市,舟渡海水浴場,フナドカイスイヨクジョウ,,032077,,岩手県久慈市長内町第44地割,,,,,,40.17907531,141.8183848,,,監視所,,,,,,,,,月火水木金土日,9:00,17:00,毎年７月中旬から８月まで開設,,,,,,,,
032077,18,岩手県久慈市,道の駅くじ　やませ土風館,ミチノエキクジ　ヤマセドフウカン,,032077,,岩手県久慈市中町二丁目５番１,,,,,,40.18981004,141.7651616,,,風の館観光案内所事務所内・土の館インフォメーション側,,,,,,,,,月火水木金土日,9:00,19:00,11月から３月は9:00から18:00まで,,,,,,,,
032077,19,岩手県久慈市,久慈市情報交流センターＹＯＭＵＮＯＳＵ,クジシジョウホウコウリュウセンターヨムノス,,032077,,岩手県久慈市中央三丁目５８番地,,,,,,40.18945467,141.7708454,,,１階観光案内カウンター内,,,,,,,,,月火水木金土日,9:00,21:30,"観光交流センターのみ
図書館　9:00～19:00（月曜定休）
カフェ　11:00～18:00（月曜定休）",,,,,,,,
032077,20,岩手県久慈市,道の駅いわて北三陸,ミチノエキイワテキタサンリク,,032077,,岩手県久慈市夏井町鳥谷7-3-2,,,,,,40.2259266,141.7814679,,,風除室３側,0194-66-8830,,,,,,,,月火水木金土日,9:00,19:00,１/１は利用不可,有,https://michinoeki-iks.com,,,,,,
032077,21,岩手県久慈市,勤労青少年ホーム,キンロウセイショウネンホーム,,032077,,岩手県久慈市川崎町13-1,,,,,,40.19153676,141.7725268,,,１階事務室,0194-53-2320,,,,,,4000020032077 ,久慈市,月火水木金土日,9:00,21:00,12月29日から1月3日までは利用不可,有,http://i-yamase.net/home/index.html,,,,,,
032077,22,岩手県久慈市,久慈職業訓練センター,ショクギョウクンレンセンター,,032077,,久慈市川崎町17-5,,,,,,40.19179299,141.7797755,,,入り口内廊下付近,0194-52-3343 ,,,,,,2400005004937 ,職業訓練法人久慈職業訓練協会,月火水木金,8:30,17:00,祝日及び12月29日から1月3日までは利用不可,無,https://www.kuji-vts.ac.jp/,,,,,,
032077,23,岩手県久慈市,山形総合支所,ヤマガタソウゴウシショ,,032077,,岩手県久慈市山形町川井8-30-1,,,,,,40.14832126,141.5713587,,,１階事務室,,,,,,,,,月火水木金,8:30,17:15,,,,,,,,,
032077,24,岩手県久慈市,久慈市ふるさと物産センター,クジシフルサトブッサンセンター,,032077,,岩手県久慈市山形町川井8-12-1,,,,,,40.15084602,141.5736414,,,１階売店,0194-72-3131,,,,,,6400005005122 ,やまがた地域振興協議会,月火水木金土日,9:00,18:00,12/31、1/1は17：00まで利用可。,無,http://npo-yamagata.net/,,,,,,
032077,25,岩手県久慈市,平庭山荘,ヒラニワサンソウ,,032077,,岩手県久慈市山形町来内20-13-1,,,,,,40.08397798,141.5072108,,,１階フロント,0194-72-2700,,,,,,,平庭観光開発株式会社,月火水木金土日,0:00,23:59,受付時間は８：00～22：00まで。,無,https://hiraniwa.com,,,,,,
032077,26,岩手県久慈市,内間木ビジターセンター,ウチマギビジターセンター,,032077,,岩手県久慈市山形町小国16-100-15,,,,,,40.0457023,141.6427034,,,1階ホール,0194-75-2070,,,,,,,,月火水木金土日,0:00,23:59,使用申請・許可が必要,,,,,,,,
032077,27,岩手県久慈市,久慈市立久慈小学校,クジシリツクジショウガッコウ,,032077,,岩手県久慈市栄町３１－１４９,,,,,,40.1955646,141.7529971,,,体育館外壁,0194-53-4361,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,28,岩手県久慈市,久慈市立久慈小学校,クジシリツクジショウガッコウ,,032077,,岩手県久慈市栄町３１－１４９,,,,,,40.1955646,141.7529971,,,職員室,0194-53-4361,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,29,岩手県久慈市,久慈市立久慈小学校,クジシリツクジショウガッコウ,,032077,,岩手県久慈市栄町３１－１４９,,,,,,40.19556685,141.7529971,,,保健室（１階）,0194-53-4361,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,30,岩手県久慈市,久慈市立久慈湊小学校,クジシリツクジミナトショウガッコウ,,032077,,岩手県久慈市湊町15-10-1,,,,,,40.19670178,141.7852339,,,職員玄関左側外壁,0194-53-2374,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,31,岩手県久慈市,久慈市立長内小学校,クジシリツオサナイショウガッコウ,,032077,,岩手県久慈市長内町25-41,,,,,,40.18854847,141.7790003,,,職員玄関右側外壁,0194-52-3801,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,32,岩手県久慈市,久慈市立長内小学校,クジシリツオサナイショウガッコウ,,032077,,岩手県久慈市長内町25-41,,,,,,40.18854847,141.7790003,,,保健室（１階）,0194-52-3801,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,33,岩手県久慈市,久慈市立小久慈小学校,クジシリツコクジショウガッコウ,,032077,,岩手県久慈市小久慈町24-51,,,,,,40.17074557,141.7477647,,,職員玄関外壁,0194-59-3555,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,34,岩手県久慈市,久慈市立大川目小学校,クジシリツオオカワメショウガッコウ,,032077,,岩手県久慈市大川目町14-45-1,,,,,,40.18332246,141.7167463,,,職員玄関左側柱壁,0194-55-3254,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,35,岩手県久慈市,久慈市立夏井小学校,クジシリツナツイショウガッコウ,,032077,,岩手県久慈市夏井町夏井3-57-1,,,,,,40.22466935,141.7517194,,,児童玄関右側外壁,0194-53-3715,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,36,岩手県久慈市,久慈市立平山小学校,クジシリツタイヤマショウガッコウ,,032077,,岩手県久慈市夏井町早坂14-51-7,,,,,,40.21806646,141.7815685,,,職員用玄関右側外壁,0194-53-4379,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,37,岩手県久慈市,久慈市立侍浜小学校,クジシリツサムライハマショウガッコウ,,032077,,岩手県久慈市侍浜町保土沢8-27-1,,,,,,40.26435135,141.8000424,,,職員用玄関右側外壁,0194-58-2233,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,38,岩手県久慈市,久慈市立宇部小学校,クジシリツウベショウガッコウ,,032077,,岩手県久慈市宇部町5-132-8,,,,,,40.13364299,141.7891602,,,職員用玄関右側,0194-56-2033,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,39,岩手県久慈市,久慈市立久喜小学校,クジシリツクキショウガッコウ,,032077,,岩手県久慈市宇部町19-192-1,,,,,,40.14274247,141.8438171,,,職員玄関左側外壁,0194-54-2010,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,40,岩手県久慈市,久慈市立小袖小学校,クジシリツコソデショウガッコウ,,032077,,岩手県久慈市宇部町23-128-3,,,,,,40.16066858,141.8483696,,,職員玄関左側外壁,0194-54-2211,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,41,岩手県久慈市,久慈市立山形小学校,クジシリツヤマガタショウガッコウ,,032077,,岩手県久慈市山形町川井10-13-1,,,,,,40.14746678,141.5683325,,,職員玄関右側外壁,0194-72-2001,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,42,岩手県久慈市,久慈市立来内小学校,クジシリツライナイショウガッコウ,,032077,,岩手県久慈市山形町来内22-49-1,,,,,,40.11103413,141.5026791,,,職員玄関右側外壁,0194-72-2964,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,43,岩手県久慈市,久慈市立久慈中学校,クジシリツクジチュウガッコウ,,032077,,岩手県久慈市栄町32-88-5,,,,,,40.19529067,141.7586805,,,職員玄関外壁,0194-53-4331,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,44,岩手県久慈市,久慈市立久慈中学校,クジシリツクジチュウガッコウ,,032077,,岩手県久慈市栄町32-88-5,,,,,,40.19529067,141.7586805,,,事務室前,0194-53-4331,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,45,岩手県久慈市,久慈市立長内中学校,クジシリツオサナイチュウガッコウ,,032077,,岩手県久慈市小久慈町39-2-2,,,,,,40.17233418,141.7636268,,,職員玄関左側外壁,0194-53-3143,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,46,岩手県久慈市,久慈市立長内中学校,クジシリツオサナイチュウガッコウ,,032077,,岩手県久慈市小久慈町39-2-2,,,,,,40.17233418,141.7636268,,,職員室,0194-53-3143,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,47,岩手県久慈市,久慈市立大川目中学校,クジシリツオオカワメチュウガッコウ,,032077,,岩手県久慈市大川目町13-105,,,,,,40.18082796,141.7138146,,,職員玄関右側外壁,0194-55-3054,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,48,岩手県久慈市,久慈市立夏井中学校,クジシリツナツイチュウガッコウ,,032077,,岩手県久慈市夏井町早坂3-20,,,,,,40.2182826,141.7637973,,,職員玄関右側柱,0194-53-3755,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,49,岩手県久慈市,久慈市立侍浜中学校,クジシリツサムライハマチュウガッコウ,,032077,,岩手県久慈市侍浜町本町9-152,,,,,,40.26904514,141.7837248,,,職員玄関外壁,0194-58-2120,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,50,岩手県久慈市,久慈市立宇部中学校,クジシリツウベチュウガッコウ,,032077,,岩手県久慈市宇部町6-133-13,,,,,,40.1265824,141.783996,,,職員玄関左側外壁,0194-56-2322,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,51,岩手県久慈市,久慈市立三崎中学校,クジシリツミサキチュウガッコウ,,032077,,岩手県久慈市宇部町22-961,,,,,,40.1492566,141.8511519,,,職員玄関右側外壁,0194-54-2323,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,52,岩手県久慈市,久慈市立山形中学校,クジシリツヤマガタチュウガッコウ,,032077,,岩手県久慈市山形町川井10-87-11,,,,,,40.15068278,141.5684446,,,体育館入口外壁,0194-72-2050,,,,,,,,,,,11月から3月は学校の利用可能曜日に従う,,,,,,,,
032077,53,岩手県久慈市,久慈市民体育館,クジシミンタイイクカン,,032077,,岩手県久慈市新中の橋4-13-3,,,,,,40.1945602,141.7691032,,,１階事務室、２階トレーニング室,0194-61-3353,,,,,,4000020032077 ,久慈市,日月水木金土,9:00,21:00,12/29から1/3まで利用不可。,無,https://www.kuji-sports.jp/index.shtml,,,,,,
032077,54,岩手県久慈市,久慈市民柔剣道場,クジシミンジュウケンドウジョウ,,032077,,岩手県久慈市川崎町17-3,,,,,,40.192354,141.779722,,,事務所,0194-52-2869,,,,,,4000020032077 ,久慈市,日火水木金土,9:00,21:00,12/29から1/3まで利用不可。,無,https://www.kuji-sports.jp/index.shtml,,,,,,
032077,55,岩手県久慈市,久慈総合運動場,クジソウゴウウンドウジョウ,,032077,,岩手県久慈市長内町28-105-1,,,,,,40.17952,141.7911522,,,事務所,0194-52-2701,,,,,,4000020032077 ,久慈市,日火水木金土,9:00,21:00,４月から11月まで利用可。,無,https://www.kuji-sports.jp/index.shtml,,,,,,
032077,56,岩手県久慈市,久慈市民侍浜マレットゴルフ場,クジシミンサムライハママレットゴルフジョウ,,032077,,岩手県久慈市侍浜町堀切10-56-17,,,,,,40.2564632,141.7715045,,,事務所,0194-58-3005,,,,,,4000020032077 ,久慈市,日火水木金土,9:00,18:00,４月から11月まで利用可。,無,https://www.kuji-sports.jp/index.shtml,,,,,,
032077,57,岩手県久慈市,久慈市民宇部マレットゴルフ場,クジシミンウベマレットゴルフジョウ,,032077,,岩手県久慈市宇部町7-158-1,,,,,,40.1224724,141.7943218,,,事務所,0194-62-1221,,,,,,4000020032077 ,久慈市,日火水木金土,9:00,18:00,４月から11月まで利用可。,無,https://www.kuji-sports.jp/index.shtml,,,,,,
032077,58,岩手県久慈市,久慈市小久慈地区プール,クジシコクジチクプール,,032077,,岩手県久慈市小久慈町37-21-2,,,,,,40.173068,141.7605655,,,事務所,,,,,,,4000020032077 ,久慈市,日火水木金土,9:00,17:30,７月から８月まで利用可。,無,https://www.kuji-sports.jp/index.shtml,,,,,,
032077,59,岩手県久慈市,久慈市大川目地区プール,クジシオオカワメチクプール,,032077,,岩手県久慈市大川目町13-106-4,,,,,,40.1803906,141.7156439,,,事務所,,,,,,,4000020032077 ,久慈市,日火水木金土,9:00,17:30,７月から８月まで利用可。,無,https://www.kuji-sports.jp/index.shtml,,,,,,
032077,60,岩手県久慈市,久慈市山形B＆G海洋センター,クジシヤマガタビーアンドジーカイヨウセンター,,032077,,岩手県久慈市山形町川井13-70-2,,,,,,40.1414892,141.5642956,,,事務所,0194-72-2261,,,,,,4000020032077 ,久慈市,日火水木金土,9:00,21:00,12/29から1/3まで利用不可。プールは６月から９月まで利用可。,無,https://www.bgf.or.jp/center/0196.html,,,,,,
032077,61,岩手県久慈市,久慈市営野球場,クジシエイヤキュウジョウ,,032077,,岩手県久慈市長内長33-15-1,,,,,,40.1928163,141.7884578,,,事務所,0194-53-3880,,,,,,4000020032077 ,久慈市,日火水木金土,9:00,21:00,４月から11月まで利用可。,無,,,,,,,
032077,62,岩手県久慈市,久慈市文化会館,クジシブンカカイカン,,032077,,岩手県久慈市川崎町17-1,,,,,,40.19184463,141.7786859,,,１階事務室,0194-52-2700,,,,,,,,月水木金土日,9:00,18:00,毎週火曜日休館。12月29日～１月３日まで利用不可,,https://www.city.kuji.lg.jp/kanko_bunka_sports/kujisi_bunka_kaikan/index.html,,,,,,
032077,63,岩手県久慈市,久慈市山村文化交流センター,クジシサンソンブンカコウリュウセンター,,032077,,久慈市山形町川井第13地割38番,,,,,,40.14042,141.57331,,,1階エントランス,0194-72-3711,,,,,,,久慈市,月火水木金土日,9:00,22:00,月曜日の17:00以降及び祝日は利用不可。また、12/29～1/3は終日利用不可。,,,,,,,,
032077,64,岩手県久慈市,久慈市第二体育館,クジシダイニタイイクカン,,032077,,岩手県久慈市川崎町17-2,,,,,,40.1925697,141.7796055,,,事務室,0194-52-2869,,,,,,,,火水木金土日,8:30,22:00,,,,,,,,,
032077,65,岩手県久慈市,三船十段記念館,ミフネジュウダンキネンカン,,032077,,岩手県久慈市川貫5-20-230,,,,,,40.1879539,141.7586920,,,柔道場,0194-53-2210,,,,,,,,火水木金土日,9:00,16:30,,,,,,,,,
032077,66,岩手県久慈市,北侍浜野営場,キタサムライハマヤエイジョウ,,032077,,岩手県久慈市侍浜町向町第７地割,,,,,,40.27013209,141.8142904,,,管理棟,,,,,,,,,月火水木金土日,9:00,17:00,毎年７月中旬から９月まで開設,,,,,,,,
